ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO9,ACO10,ACO11,ACO39,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO21,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30,ACO31,ACO33
A17182,"AAMC Collaborative Care Network, LLC",Maryland,Renewal,2,01/01/2013,1,0,0,01/01/2016,1,0,0,0,0,15953,0.023570704,0.026618724,3601136,0,0,1,0.9801,0,9796,9605,152780166,149179030,,,0.5,0.4901,80512,10866,11733,8606,77751,12023,10960,8764,86678,12471,12799,9093,76019,12213,13627,8865,9565,1.015,1.076,0.841,0.937,1.053,1.075,0.883,0.934,0.995,1.069,0.885,0.915,1.006,1.111,0.873,0.917,82,990,290,13730,15596,90,1025,300,14181,1548,8492,4406,1507,9208,6745,13652,1771,70,30,5,425,2756,2709,1,27,21,136,460,0,2391,3520,90,296,190,223,220,0,2,2,7,9,7,129,789,41,509,159,694,368,10014,3717,5155,1138,3,0,0,0,0,1,98,110,50,0,0,82.2,93.58,93.19,81.77,59.95,76.5,75.09,25.29,14.03,16.88,48.72,72.21,56.91,11.56,13.98,96.15,92.8,82.86,71.75,86.04,56.66,97.24,61.8,80.91,86.12,56.53,76.02,0,51.62,17.51,60.29,66.72,92.98,85.85,78.13
A31015,Northern Maryland Collaborative Care LLC,Maryland,Renewal,2,01/01/2013,1,0,0,01/01/2016,0,1,0,0,0,8098,0.044547805,0,4797588,4797588,2530402,1,0.897,237,13723,13511,107695264,102897677,,,0.6,0.5382,77633,12273,15456,11531,89276,12127,13754,12346,88209,12984,16340,11886,78587,13659,16404,11850,13111,1.017,1.229,1.026,1.214,1.016,1.176,1.044,1.238,1.034,1.178,1.031,1.211,1.105,1.203,0.993,1.229,91,1406,585,6474,7848,75,1323,551,5900,1587,3176,2039,1296,4859,3239,6377,1416,97,17,6,185,4876,4735,15,82,53,392,692,0,2750,3870,121,612,242,336,326,0,4,6,14,15,9,169,804,67,839,270,848,309,12267,5639,4801,1806,21,0,0,0,0,0,26,4,10,0,0,82.69,91.31,89.93,82.78,60.76,73.37,71.16,28.22,14.56,18,51.62,66.87,58.81,11.37,16.1,60.87,98.57,75.37,79.09,75.08,84.09,94.34,66.05,58.36,54.05,77.27,77.75,7.14,41.22,22.61,50.09,69.27,81.43,93.65,78.1
A65320,"ProHealth Physicians ACO, LLC ",Connecticut,Renewal,2,01/01/2013,1,0,0,01/01/2016,1,0,0,0,0,30480,0.040887153,0.023951965,12475518,12475518,5996474,1,0.9809,0,10246,10039,305120723,292645206,,,0.5,0.4905,89925,9672,13296,8639,95323,9695,13283,8723,81197,10143,13519,8958,79873,9772,13788,8987,9827,1.005,1.07,0.993,1.007,0.99,1.087,0.991,1.033,1.012,1.074,1.004,1.043,1.033,1.137,1.045,1.1,116,2657,3251,24862,29779,119,2491,3054,24114,3273,13048,9044,5115,16934,13546,28098,869,304,192,21,996,2810,2645,51,48,72,194,818,0,1791,3398,156,706,201,263,252,2,2,7,11,7,6,151,851,79,641,202,681,230,10257,4044,4626,1582,5,0,0,0,0,0,228,11,90,0,1,86.99,94.21,94.43,82.99,62.62,75.35,74.85,23.74,14.42,16.88,44.19,65.88,51.97,6.77,15.76,89.93,94.14,89.97,78.85,87.56,79.77,98.03,87.5,80.23,81.18,51.35,70.74,5.26,64.22,11.17,70.33,76.18,90.17,86.67,82.98
A16779,Sunshine ACO LLC,Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,1,5015,0.125970979,0.038954955,8148007,8148007,3627676,1,0.9086,,13232,13095,64681617,56533610,360618,360618,0.5,0.4543,75808,8838,15631,8989,79349,9691,15153,8876,77428,9170,13948,8941,67030,8819,11912,8599,11565,1.064,1.09,1.101,1.128,1.089,1.073,1.076,1.092,1.09,1.127,1.037,1.169,1.083,1.172,0.967,1.12,138,895,2612,2207,4888,130,761,2026,1971,934,1878,1498,705,3034,1981,3540,24,16,1363,3,69,3628,2702,411,456,127,374,681,0,1893,3677,137,1143,267,367,313,13,26,15,9,10,7,158,789,69,763,248,897,298,14541,8940,4609,939,53,0,0,0,0,0,14,6,12,0,0,76.19,90.15,92.31,86.88,62.05,72.76,67.62,31.15,14.24,16.2,48.1,66.37,50.79,8.22,12.07,66.67,78.69,81.95,81.26,71.22,92.92,98.21,84.1,56.93,66.94,90.28,77.27,12.99,50.69,13.62,54.83,75.17,91.41,90,75.3
A41997,ACO Providers ,Texas,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,5104,-0.108181398,0.038687688,-4727448,0,0,1,0.7636,,8748,8032,43699272,48426720,,,0.5,0.3818,61012,8254,10146,6777,72886,8359,10005,6770,58894,8406,10175,6685,77790,8335,11171,8774,9694,1.04,1.037,0.895,0.988,1.039,1.051,0.953,0.962,1.039,1.016,0.927,0.981,1.084,1.075,0.932,1.071,64,746,455,3708,4995,59,633,326,3977,816,2433,1293,562,3078,2026,4201,421,44,315,3,120,2845,2170,143,505,37,198,235,0,1443,3568,94,1179,182,295,256,4,28,5,12,6,6,146,760,27,637,191,776,329,10189,4395,4608,1167,18,0,0,0,0,0,20,0,16,0,1,73.24,92.97,91.52,79.14,62.16,73.25,68.58,33.86,14.52,17.51,48.98,67.48,53.68,9.07,15.33,31.25,100,15.01,38.68,27.15,56.78,65.61,53.39,26.83,32.9,48.4,95.63,N/A,17.53,31.47,20.72,57.3,50,81.82,85.71
A50496,"Redwood Community Care Organization, LLC",California,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,8236,-0.147670428,0.031763764,-10855087,0,0,1,0.9187,,9144,8581,73508872,84363958,,,0.5,0.4593,79292,7449,8812,6423,84146,7951,9127,6844,87227,7678,8495,6602,100574,9759,10122,7768,10494,0.91,0.901,0.724,0.776,0.968,0.973,0.78,0.846,1.04,0.919,0.746,0.847,1.028,0.901,0.693,0.866,82,3177,1916,2025,8039,99,3091,2793,2057,3491,3359,1014,372,4488,3748,5939,222,327,1339,38,371,3610,3285,29,124,205,132,515,0,3248,2452,140,397,264,244,224,0,3,17,6,8,4,132,835,34,1052,169,557,244,8801,304,2810,257,5430,0,29,1,0,0,117,34,27,1,0,75.81,93.68,92.01,78.75,65.18,77.9,67.62,27.35,14.08,16.74,52.54,83.29,62.46,7.1,10.65,87.76,73.95,33.46,49.62,68.58,63.57,79.62,53.82,40.98,58.33,81.25,82.99,3.23,33.71,23.97,43.45,66.93,83.6,96.88,76.47
A80939,Primary Comprehensive Care ACO LLC,"Illinois, North Carolina",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,4653,0.095170866,0.040903952,4117480,4117480,2009054,1,0.9958,,9509,9551,43264079,39146600,,,0.5,0.4979,95899,9576,14777,8868,86621,9918,13443,7615,71774,10505,10637,7037,66581,9130,12150,6985,8604,1.068,1.159,0.982,1.044,1.105,1.135,0.95,1.001,0.993,1.157,0.88,0.988,1.057,1.066,0.941,0.966,56,1395,1299,3256,4550,42,893,569,3047,1068,2049,1148,388,2642,2011,3472,598,89,346,3,145,2421,2242,33,53,104,130,425,0,1772,2836,88,800,262,284,268,1,3,11,11,15,6,180,778,42,655,189,660,263,10043,5478,3592,947,25,0,0,0,0,0,38,22,2,0,0,83.52,92.47,94.36,82.82,60.42,76.8,72.23,28.14,14.56,18.26,45.41,62.68,54.42,13.57,14.21,59.46,100,84.67,67.94,71.54,99.67,99.66,89.38,64.38,78.31,99.63,90.93,12.5,52.4,23.2,59.2,73.74,99.44,98.59,96.65
A55446,NJ Physicians ACO LLC,New Jersey,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,15652,-0.052942993,0.026739148,-13494184,0,0,1,0.9472,,16925,16732,254881399,268375583,,,0.5,0.4736,107607,14151,25081,14621,105071,13661,22236,14281,106805,14559,22203,14654,99371,16117,24072,15782,17821,1.14,1.369,1.274,1.397,1.124,1.415,1.328,1.4,1.088,1.403,1.29,1.405,1.112,1.315,1.262,1.392,189,1454,1460,9956,15060,204,1633,1583,11640,2075,5794,4750,3033,9907,5745,13927,793,317,226,8,381,6352,5179,185,974,127,512,3045,0,2287,5609,235,580,220,518,461,3,41,12,20,22,11,203,863,227,942,397,1086,361,14809,6726,6954,1121,7,0,0,0,0,0,43,5,6,0,0,80.77,92.38,90.49,83.61,59.64,76.28,69.67,23.1,16.36,20.51,65.95,86.07,69.97,12.36,16.99,75,99.79,82.89,78.09,59.6,88.78,93.17,75.29,64.62,57.59,94.44,81.48,11.76,44.71,20.39,49.41,72.88,94.47,90.74,88.46
A66745,"Lancaster General Health Community Care Collaborative, LLC",Pennsylvania,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,21122,-0.003113123,0.024887796,-584451,0,0,1,0.9778,,9159,8677,187737729,188322180,,,0.5,0.4889,60010,8114,15105,8144,60188,8500,13110,8135,72511,8354,13166,8208,76800,9711,12686,8476,9187,0.989,1.041,1.105,1.105,1.022,1.028,1.056,1.117,1.008,0.997,1.07,1.122,1.016,1.038,1.045,1.104,87,1582,530,15287,20499,132,2227,665,17474,2959,8293,6088,3782,12347,8775,19991,332,143,183,5,468,2929,2459,35,382,73,312,598,0,2242,2691,99,320,211,278,252,1,19,7,9,6,5,149,847,60,548,177,649,273,9208,4061,3895,1247,4,0,0,0,0,2,216,157,132,2,0,84.29,94.89,92.74,84.53,62.35,78.35,74.51,24.34,13.5,15.39,39.26,54.4,43.62,6.75,10.02,100,94.69,55.41,75.17,88.31,41.62,94.42,68.74,72.9,82.52,91.33,66.18,8.33,51.93,13.51,58.42,70.49,81.14,89.88,63.26
A07425,"Covenant ACO, Inc.","Texas, New Mexico",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,12669,0.035592776,0.02839828,5463049,5463049,2659327,1,0.9934,,12468,12177,153487577,148024528,,,0.5,0.4967,94482,13140,23499,9642,89382,12830,21993,10166,82532,11944,22949,9858,72063,12158,19531,10479,12024,1.015,1.252,1.218,1.081,1.035,1.234,1.241,1.099,1.045,1.208,1.21,1.115,0.99,1.162,1.219,1.116,193,1255,702,10104,12311,186,1165,620,10340,1655,5291,4039,1684,7274,5395,11435,454,71,428,16,265,3686,2965,326,410,55,419,953,3,2612,3056,112,1210,281,357,322,7,22,6,13,5,8,160,765,83,685,227,903,383,10893,3789,5069,1976,58,0,0,4,0,2,138,408,91,1,1,80.69,94.03,93.59,86.64,58.36,79.09,71.09,32.98,14.07,18.76,50.29,66.86,52.52,4.76,10.82,71.43,96.66,77.91,75.81,70.81,91.62,96.19,70.06,63.04,80.18,90.03,81.12,0,38.31,20.97,44.76,66.48,91.12,80.51,70.49
A74161,Delaware Valley ACO,"Pennsylvania, New Jersey",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,123888,-0.005740973,0.02,-7857040,0,0,1,0.9698,,11368,11022,1368590342,1376447382,,,0.5,0.4849,104898,10595,17383,10305,100473,10301,15887,9901,99225,10702,16628,9963,88334,11640,16889,10570,11433,1.082,1.167,1.054,1.103,1.092,1.129,1.06,1.079,1.067,1.138,1.044,1.083,1.065,1.138,1.091,1.086,608,11591,6444,81111,120395,547,12943,7515,99390,17029,58042,31126,17691,72829,51059,104439,13224,1572,621,42,3990,3429,2970,80,281,142,321,1003,1,2040,4008,120,621,220,327,299,2,14,12,12,10,7,167,809,92,670,234,794,329,10629,4187,5549,859,34,0,9,0,0,35,1021,1497,404,3,0,81.47,93.14,91.52,82.59,61.69,74.63,73.03,25.51,14.98,18.06,57.18,78.96,60.61,10.84,16.99,86.43,87.38,66.93,76.14,78.7,74.19,89.09,49.86,64.95,71.83,78.77,82.91,7.69,45.07,16.55,51.41,74.04,86.73,87.43,77.78
A29052,"Scottsdale Health Partners, LLC",Arizona,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,19216,0.093238467,0.025313263,18696249,18696249,8883074,1,0.9696,,10769,10846,200520764,181824516,,,0.5,0.4848,73041,11730,20407,9416,88769,13495,31816,10913,103752,11808,25085,10342,82214,14015,20198,9226,9764,0.934,1.22,1.129,1.031,1.038,1.201,1.28,1.038,1.019,1.115,1.122,0.988,1.023,1.176,0.929,0.94,44,594,128,10495,18621,59,788,178,17596,1576,10897,4947,1796,11144,8072,18103,242,113,97,55,606,2717,2352,84,278,49,213,360,0,1326,4902,65,273,214,245,224,2,15,5,6,6,6,153,775,35,527,161,923,451,10194,3539,6002,641,12,0,4,0,0,0,173,578,131,1,0,83.75,92.16,91.11,82.13,57.71,73.87,74.21,30.33,14.31,18.24,57.8,78.77,59.15,8.28,13.82,71.05,97.67,49.66,67.55,63.64,82.31,95.54,57.42,64.61,70.72,91.52,72.22,25,40.35,16.32,44.74,72.49,91.65,89.15,83.33
A50010,PHYSICIAN FIRST ACO,Florida,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,7505,0.012522455,0.032988989,1260053,0,0,1,0.8796,,13912,13666,100623490,99363437,,,0.5,0.4398,79677,11914,20440,11872,84279,10607,20925,11455,78784,11600,21437,11209,80113,10907,21113,12083,13738,1.04,1.32,1.219,1.313,1.083,1.273,1.238,1.314,1.079,1.253,1.216,1.33,1.028,1.261,1.275,1.345,124,1063,909,5601,7233,102,775,661,5695,1028,2952,2167,1358,4391,3114,6381,674,85,163,7,195,4047,3731,96,208,54,725,1549,0,1795,4626,123,1040,278,463,441,3,11,9,21,17,13,212,820,155,934,379,1108,335,13674,6640,5687,1329,18,0,0,0,0,0,36,46,12,0,0,77.06,89.89,89.25,82.21,60.09,75.7,68.51,27.55,16.33,20.17,65.26,99.45,72.87,12.32,21.02,74.36,92.82,51.16,51.09,44.22,66.84,91.19,36.03,35.9,42.78,85.51,67.38,0,21.37,38.79,24.27,68.67,80.08,96.55,85
A63217,"Care Coordination Services, LLC","Virginia, West Virginia",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,11004,-0.020143441,0.02939748,-1632056,0,0,1,0.9414,,7523,7143,81021732,82653788,,,0.5,0.4707,71141,7851,12758,6599,76330,7588,10460,6383,61552,7051,11571,6674,68766,8487,13656,7101,7675,1.018,1.062,1.003,0.99,1.019,1.066,1.043,0.99,0.995,1.138,1.005,0.966,1.014,1.059,1.087,0.965,62,952,450,9636,10770,42,772,387,9569,1085,5415,3310,1194,6243,4761,10375,356,34,24,8,207,2337,2183,20,107,31,143,321,0,1657,2767,103,327,163,241,230,0,6,5,12,12,6,161,798,34,680,156,645,272,9626,4950,3860,798,17,0,0,0,0,0,37,3,7,0,0,81.76,92.82,91.77,82.38,56.99,74.34,75.75,28.96,14.78,17.74,49.13,68.91,57.75,11.71,15.87,93.33,89.68,55.57,76.17,79.57,72.05,95.82,42.4,64.93,66.02,69.47,74.22,N/A,38.34,11.18,42.17,68.3,73.81,70.27,75.95
A45396,North Collaborative Care ,Minnesota,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,9944,0.044352193,0.030055055,4503596,4503596,2135157,1,0.9676,,10467,9735,101541675,97038079,,,0.5,0.4838,77492,9148,17839,8535,80355,9316,13910,8549,83873,9718,13304,8576,67519,10221,14021,8943,10003,1.041,1.07,1.069,1.006,1.089,1.068,1.068,1.019,0.984,1.117,1.028,1.045,0.996,1.113,0.899,1.06,101,2378,379,8181,9701,98,2360,296,6947,2681,3178,2704,1381,5626,4318,8987,528,128,34,43,224,3343,3107,62,61,127,229,664,2,2231,2919,46,477,276,328,313,2,3,10,11,7,5,182,825,73,798,233,743,341,8658,4136,2886,1623,13,0,0,0,0,4,266,299,108,4,4,81.4,93.14,91.41,81.13,59.36,73.46,72.01,23.57,14.26,17.41,53.92,70.98,59.18,7.75,14.21,96.67,81.86,48.22,72.6,79.9,49.72,91.45,40,67.23,76.01,43.78,100,3.09,36.87,15.64,41.71,77.64,88.33,100,87.02
A28160,ACMG,"Florida, South Carolina, Georgia",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,9388,0.073893251,0.030611612,9052668,9052668,3422384,1,0.7715,,13442,13519,122510080,113457412,,,0.5,0.3858,86700,10414,15970,9312,91413,10635,16941,8906,84446,11082,17820,8866,77248,10048,16999,8835,12449,1.027,1.212,1.043,1.097,1.072,1.181,1.068,1.12,1.052,1.205,1.05,1.117,1.027,1.137,1.078,1.108,178,2323,3833,4733,9114,154,1778,2480,4702,2179,3799,2336,1074,5543,3845,4111,3429,48,1569,1,230,3638,2941,158,433,125,514,761,0,1892,4011,263,1482,277,388,345,5,21,17,12,15,13,204,751,66,909,301,861,304,11355,5217,5191,591,355,0,0,3,0,0,72,8,20,0,0,76.91,94.22,91.31,83.88,60.41,73.79,68.61,33.96,15.71,19.73,49.7,78.32,60.61,11.81,15.69,47.83,67.06,37.05,23.32,5.72,77.8,83.88,16.2,25.91,39.84,80.26,77.23,N/A,11.56,32.22,13.13,59.52,92.64,90.35,85.9
A65270,Midwest Health Coalition ACO,"Nebraska, Iowa",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,17089,-0.035169069,0.026164233,-5184521,0,0,1,0.9766,,8860,8286,147417079,152601600,,,0.5,0.4883,82299,8241,14952,7410,70903,8307,14150,7730,66715,8432,14295,7454,77830,8307,16932,8460,9171,1.041,1.016,1.043,0.939,1.085,1.02,1.049,0.933,0.961,1.025,1.063,0.935,1.01,1.047,1.094,0.972,67,1709,675,11268,16639,78,1648,789,14125,2266,8373,4449,2001,9700,7389,16104,272,97,180,30,406,2906,2667,108,119,35,217,845,0,1825,2834,66,378,255,288,274,3,6,5,10,8,9,149,794,86,527,159,661,267,8459,4193,3294,952,19,0,3,0,0,1,107,38,35,0,0,86.81,93.51,92.96,85.22,58.2,77.95,73.48,30.27,14.23,16.89,52.47,73.68,58.84,8.25,12.88,60.44,96.45,41.63,81.17,83.06,66.94,80.65,43.95,73.79,76.61,80.65,86.45,0,51.61,12.1,56.85,73.39,91.13,96.36,82.86
A78634,"Carolinas ACO, LLC","Virginia, North Carolina, South Carolina",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,5310,-0.080304871,0.038069069,-4247516,0,0,1,0.9098,,10353,9169,52892387,57139903,,,0.5,0.4549,67649,7248,12311,8280,77304,6834,11567,8504,69756,7592,12118,8337,74573,8344,16381,9776,11185,0.994,1.123,1.018,1.104,1.066,1.073,1.017,1.104,1.068,1.098,1.03,1.096,1.013,1.066,1.182,1.161,42,963,736,3875,5109,57,799,707,3546,978,2042,1405,885,3318,1992,3989,1204,40,11,5,61,3871,3376,220,251,79,199,1535,0,1847,3124,244,476,307,426,399,6,13,7,19,18,16,216,823,155,972,316,882,248,10807,6230,3952,615,10,0,0,0,0,0,15,2,3,0,0,84.93,91.48,91.71,81.16,57.64,72.12,72.1,29.68,16.2,21.64,64.29,101.47,75.76,11.12,22.42,54.55,83.82,72.15,70.47,63.29,90.05,96.51,62.02,75.49,75.58,94.56,73.58,6.67,36.2,25.76,46.8,66.28,94.49,100,87.76
A90093,"Privia Quality Network, LLC","Virginia, Maryland, District of Columbia",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,53256,-0.000555556,0.021348735,-244015,0,0,1,0.8991,,8444,7857,439227605,439471620,,,0.5,0.4495,70382,9014,10805,7378,66424,8744,9537,7254,70562,9277,10824,7296,69371,9666,11318,7839,8449,0.952,1.068,0.851,0.927,0.97,1.093,0.88,0.919,0.988,1.033,0.857,0.904,1.001,1.047,0.898,0.912,169,1909,1488,26998,52017,298,3290,2118,46311,5292,27883,14210,5871,30794,22462,42374,5882,1622,758,21,2599,2426,2212,19,180,30,184,380,0,1615,3444,81,350,171,219,204,1,10,4,7,7,5,155,787,38,539,152,624,310,9675,4090,5073,506,7,0,0,0,0,0,368,191,119,1,0,79.9,93.43,92.24,81.76,57.92,74.1,74.22,18.89,14.52,18.68,46.8,66.21,50.44,8.71,14.48,99.71,88.67,45.38,73.47,72.38,74.48,94.81,27.49,58.57,62.5,68.67,71.26,0,27.82,15.32,30.65,70.63,73.83,87.88,72.58
A19855,Northern Michigan Health Network,Michigan,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,18518,-0.00247465,0.025592519,-383796,0,0,1,0.9851,,8565,7970,155090960,155474755,,,0.5,0.4925,59162,7272,12099,7319,66755,7312,11650,7409,71569,7302,13664,7655,70238,8034,13441,8126,8587,1.074,1.039,0.973,1.003,1.01,1.053,0.988,0.998,0.975,1.01,0.958,0.998,1.008,1.03,0.988,1.004,78,1938,607,14950,18107,80,1970,664,15393,2554,8036,5495,2433,10248,8270,18038,38,15,14,84,329,2892,2753,1,111,35,141,351,0,2207,2472,83,334,251,245,235,0,6,4,9,7,6,134,797,39,668,176,541,191,8330,4071,3004,798,456,0,0,3,0,1,139,203,25,0,0,78.88,93.69,91.98,83.8,67.31,79.93,74.19,30.07,13.75,16.89,46.73,60.17,51.85,7.48,13.23,83.16,78.01,71.36,68.3,83.17,82.04,95.42,74.01,82.24,82.47,89.53,78.3,0,59.28,11.07,63.88,75.25,88.91,75.31,75.62
A69078,"NEPA ACO Company, LLC",New Jersey,Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,6678,0.015734218,0.034642643,1254438,0,0,1,0.9109,,12279,11992,79726730,78472292,,,0.5,0.4555,93205,11057,16234,10118,107255,9836,17089,10623,113034,10519,15957,10415,100637,11415,16158,10851,12085,1.005,1.13,1.013,1.131,1.098,1.124,1.023,1.141,1.059,1.092,1.02,1.135,1.058,1.103,1.06,1.146,71,725,566,5270,6493,56,663,496,5278,888,2946,1854,990,4099,2579,5269,800,156,197,7,249,3776,3356,179,244,73,188,1509,0,1947,4383,111,485,168,325,301,3,11,10,12,12,7,178,826,112,611,250,751,292,12052,5310,6427,311,4,0,0,0,0,0,30,42,1,0,0,81.08,93.55,91.51,81.78,61.29,78.2,70.75,22.86,15.12,17.58,59.05,84.72,66.5,12.09,14.52,41.94,97.23,48.29,64.64,45.24,61.26,83.62,39.11,53.82,58.56,88.7,72.69,N/A,17.51,21.66,24.29,74.3,84.28,95.45,69.86
A07527," Premier Patient Healthcare, LLC ","Texas, Oklahoma",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,21481,0.104867186,0.024851895,26355453,26355453,12568102,1,0.9732,,12000,12526,251322206,224966753,,,0.5,0.4866,82034,12815,24168,10955,96764,12387,23718,10652,84196,12187,23278,10406,79240,11362,19076,9427,10742,1.06,1.294,1.165,1.058,1.041,1.261,1.152,1.056,1.039,1.22,1.138,1.042,1.027,1.163,1.052,0.994,193,2424,1777,16170,20943,178,1959,1174,17633,2720,11156,5685,1920,12260,9221,18982,1155,385,252,193,514,3461,2567,236,496,78,245,580,140,1569,3724,111,1081,243,335,280,7,28,10,9,10,9,159,779,53,693,220,848,348,10388,4831,4697,842,17,0,0,1,0,22,103,48,45,1,0,80.45,93.28,90.37,84.79,61.1,75.31,74.12,31.23,14.75,20.18,56.3,81.33,61.71,9.46,13.87,43.48,93.03,72.01,70.52,70.77,76.92,89.97,65.86,64.82,65.25,72.03,80.61,13.64,49.08,24.18,60.07,70.04,79.95,96.62,91.12
A80995,"Renown Accountable Care, LLC","Nevada, California",Initial,1,01/01/2014,1,0,0,01/01/2014,1,0,0,0,0,16344,-0.111353359,0.026462293,-16839064,0,0,1,0.9836,,9491,8772,151221880,168060944,,,0.5,0.4918,78233,10048,10826,7241,60972,9767,11084,7005,73772,10650,14288,8099,81194,12063,15967,9253,10548,0.991,1.17,0.94,0.947,0.912,1.194,0.927,0.942,0.966,1.172,0.95,0.947,1.002,1.235,1.012,1.025,83,1678,589,9769,15932,132,1951,847,13002,2510,7999,4372,1463,8983,7361,14871,289,322,279,113,470,3911,3476,304,135,73,171,590,8,2168,3261,175,359,275,337,312,8,8,10,9,8,10,177,764,67,803,219,742,301,9708,3093,4515,2015,85,2,0,3,0,2,111,102,67,1,1,75.9,91.24,89.89,80.79,60.21,76.63,71.84,21.49,14.84,19.25,54.62,71.78,59.1,6.16,12.31,100,97.71,82.72,74.68,86.29,81.05,100,80.5,76.61,87.9,82.7,82.77,5.71,42.34,13.71,47.18,75.81,94.35,94.61,78.67
